Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
32894,80,6,86997,5,3,119,665,119,0,1,5321841786,665,0,2216666667,383937929,9011805005,9195719393,1242814286,1497778256,34543,1500,86997,21749.25,202290263,40497,1500,46406,23203,2980030819,44275,2131,0,0,0,0,168,104,574732462,3448394772,0,665,8711111111,220252948,4851136111,0,0,0,1,0,0,0,0,0,98,1,2216666667,0,0,0,0,0,0,5,119,3,665,65535,40,1,32,0,0,0,0,0,0,0,0,benign
32939,443,6,9411031,15,15,3051,9589,1338,0,8,4633253716,1338,0,6392666667,6377325309,1343104703,3187748505,3245183103,1600125155,8640506,2,9369883,6692773571,2295385365,8640506,2,9369790,6692707143,2308800317,8685452,11,0,0,0,0,488,488,1593874252,1593874252,0,1338,4077419355,5858289834,3431955978,0,0,0,1,0,0,0,0,1,4213333333,8,6392666667,0,0,0,0,0,0,15,3051,15,9589,65535,384,7,32,729377,0,729377,729377,8640506,0,8640506,8640506,GeneralMalware
32998,80,6,1009244,10,10,970,7924,970,0,97,306740933,1012,0,33,4210608824,8812536909,1981681338,5311810526,2007505433,879741,2,1009244,1121382222,2895163093,879741,2,90481,1005344444,2011397004,51351,2,0,0,0,0,328,328,9908406689,9908406689,0,1012,4235238095,5024284645,2524343619,0,0,0,1,0,0,0,0,1,19,97,33,0,0,0,0,0,0,10,970,10,7924,65535,48,1,32,0,0,0,0,0,0,0,0,benign
33052,8001,6,9125999,6,4,320,263,320,0,5333333333,1306394529,237,0,65.75,1148226894,6388341704,1095770447,1013999889,2258840391,7021256,3,9125999,1825199.8,2920591433,7021256,3,1371413,4571376667,3976361848,727852,611,0,0,0,0,200,136,0.657462268,0.438308179,0,320,53,1132898936,12834.6,0,0,0,1,0,0,0,0,0,2,5333333333,65.75,0,0,0,0,0,0,6,320,4,263,65535,61,1,32,0,0,0,0,0,0,0,0,adware
33076,443,6,332872,12,10,3994,936,1338,0,3328333333,520783297,590,0,4,1811599661,1481049773,660914706,1585104762,2410171393,91846,2,332872,3026109091,441009329,148499,2,268892,2987688889,3798714373,91846,12,0,0,0,0,392,328,3604989305,3004157754,0,1338,2143478261,4067023268,1654067826,0,0,0,1,0,0,0,0,0,2240909091,3328333333,4,0,0,0,0,0,0,12,3994,10,936,65535,404,7,32,0,0,0,0,0,0,0,0,benign
33145,8001,6,2210752,2,0,0,0,0,0,0,0,0,0,0,0,0,0.904669542,2210752,0,2210752,2210752,2210752,2210752,0,2210752,2210752,0,0,0,0,0,0,0,0,0,64,0,0.904669542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
33180,80,6,4692503,2,0,0,0,0,0,0,0,0,0,0,0,0,0.426211768,4692503,0,4692503,4692503,4692503,4692503,0,4692503,4692503,0,0,0,0,0,0,0,0,0,40,0,0.426211768,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
33294,80,6,1183510,2,0,0,0,0,0,0,0,0,0,0,0,0,1689888552,1183510,0,1183510,1183510,1183510,1183510,0,1183510,1183510,0,0,0,0,0,0,0,0,0,40,0,1689888552,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
33388,443,6,421622,12,9,3763,937,1338,0,3135833333,5110430436,591,0,1041111111,1903847712,1114742589,4980764761,21081.1,3929609262,172686,2,421622,3832927273,6523785371,227125,2,349700,43712.5,5999574498,172686,13,0,0,0,0,392,296,2846151292,2134613469,0,1338,2136363636,4045138817,1636314805,0,0,0,1,0,0,0,0,0,2238095238,3135833333,1041111111,0,0,0,0,0,0,12,3763,9,937,65535,404,7,32,0,0,0,0,0,0,0,0,benign
33435,80,6,4691989,2,0,0,0,0,0,0,0,0,0,0,0,0,0.426258459,4691989,0,4691989,4691989,4691989,4691989,0,4691989,4691989,0,0,0,0,0,0,0,0,0,40,0,0.426258459,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
33537,443,6,332870,12,10,3682,934,1338,0,3068333333,5096536852,588,0,4,1805511316,1386727551,660918677,1585095238,2425413864,90754,2,332870,3026090909,4645012019,158250,2,267905,2976722222,3767191169,90754,10,0,0,0,0,392,328,3605010965,3004175804,0,1338,2006956522,3954967457,1564176759,0,0,0,1,0,0,0,0,0,2098181818,3068333333,4,0,0,0,0,0,0,12,3682,10,934,65535,404,7,32,0,0,0,0,0,0,0,0,benign
33703,53,17,551,1,1,32,203,32,32,32,0,203,203,203,0,4264972777,3629764065,551,0,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1814882033,1814882033,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
33787,53,17,562,1,1,32,203,32,32,32,0,203,203,203,0,4181494662,3558718861,562,0,562,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1779359431,1779359431,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
33838,10443,6,82629,1,1,0,0,0,0,0,0,0,0,0,0,0,2420457709,82629,0,82629,82629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1210228854,1210228854,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,65535,0,0,40,0,0,0,0,0,0,0,0,GeneralMalware
33869,443,6,437996,12,10,4204,933,1338,0,3503333333,5367209082,587,0,4,1802467753,1172841761,5022876921,2085695238,4309996439,194912,2,437996,3981781818,7224419595,250126,2,373470,4149666667,6466938701,194912,10,0,0,0,0,392,328,2739751048,2283125873,0,1338,2233478261,4196142827,1760761462,0,0,0,1,0,0,0,0,0,10,3503333333,4,0,0,0,0,0,0,12,4204,10,933,65535,404,7,32,0,0,0,0,0,0,0,0,benign
33898,53,17,490,1,1,33,208,33,33,33,0,208,208,208,0,4918367347,4081632653,490,0,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2040816327,2040816327,33,208,9133333333,1010362971,1020833333,0,0,0,0,0,0,0,0,1,137,33,208,0,0,0,0,0,0,1,33,1,208,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
33920,8001,6,2186364,2,0,0,0,0,0,0,0,0,0,0,0,0,0.914760763,2186364,0,2186364,2186364,2186364,2186364,0,2186364,2186364,0,0,0,0,0,0,0,0,0,64,0,0.914760763,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
33925,8001,6,6844750,2,0,0,0,0,0,0,0,0,0,0,0,0,0.292194748,6844750,0,6844750,6844750,6844750,6844750,0,6844750,6844750,0,0,0,0,0,0,0,0,0,64,0,0.292194748,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
33926,443,6,399120,12,10,4262,935,1338,0,3551666667,5422357477,589,0,4,1808555286,1302114652,5512126679,1900571429,3454680841,152241,2,399120,3628363636,5869156478,201626,2,334273,3714144444,5253772424,152241,10,0,0,0,0,392,328,3006614552,2505512127,0,1338,2259565217,4240197764,1797927708,0,0,0,1,0,0,0,0,0,2362272727,3551666667,4,0,0,0,0,0,0,12,4262,10,935,65535,404,7,32,0,0,0,0,0,0,0,0,benign
33931,80,6,589128,8,10,961,7613,961,0,120125,3397648084,1012,0,32,4285728384,1455371328,3055363181,3465458824,1063880582,442135,1,589128,8416114286,1626997942,442135,2,100791,11199,2234205866,59199,1,0,0,0,0,264,328,1357939191,1697423989,0,1012,4512631579,5001799501,2501799825,0,0,0,1,0,0,0,0,1,4763333333,120125,32,0,0,0,0,0,0,8,961,10,7613,65535,48,1,32,0,0,0,0,0,0,0,0,benign
33986,10443,6,84563,1,1,0,0,0,0,0,0,0,0,0,0,0,2365100576,84563,0,84563,84563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1182550288,1182550288,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,65535,0,0,40,0,0,0,0,0,0,0,0,GeneralMalware
34027,8001,6,2179880,2,0,0,0,0,0,0,0,0,0,0,0,0,0.917481696,2179880,0,2179880,2179880,2179880,2179880,0,2179880,2179880,0,0,0,0,0,0,0,0,0,64,0,0.917481696,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
34137,80,6,4929875,2,0,0,0,0,0,0,0,0,0,0,0,0,0.405689799,4929875,0,4929875,4929875,4929875,4929875,0,4929875,4929875,0,0,0,0,0,0,0,0,0,40,0,0.405689799,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
34169,443,6,305206,22,38,948,32958,542,0,4309090909,1208059874,1338,0,8673157895,5861364155,1110921804,1965885336,5172983051,1184092379,55927,2,250494,1192828571,1732987678,58127,2,289401,7821648649,1797439931,69058,2,0,0,0,0,712,1224,7208246234,1245060713,0,1338,5558360656,6164104471,3799618393,0,0,0,1,0,0,0,0,1,24,4309090909,8673157895,0,0,0,0,0,0,22,948,38,32958,65535,244,5,32,0,0,0,0,0,0,0,0,GeneralMalware
34235,8001,6,5164625,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3872498,5164625,0,5164625,5164625,5164625,5164625,0,5164625,5164625,0,0,0,0,0,0,0,0,0,64,0,0.3872498,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
34364,80,6,2797877,12,10,199,7625,199,0,1658333333,5744635178,1012,0,32,4278663473,2796405989,7863104776,1332322381,5910102569,2712243,1,2797877,2543524545,8153362746,2712243,1,38859,4317666667,1199642639,36241,2,0,0,0,0,392,328,4288966241,3574138534,0,1012,340173913,4690303976,2199895138,0,0,0,1,0,0,0,0,0,3556363636,1658333333,32,0,0,0,0,0,0,12,199,10,7625,65535,45,1,32,0,0,0,0,0,0,0,0,benign
34617,443,6,7665878,19,17,965,5460,530,0,5078947368,1259830584,1338,0,3211764706,4443096099,8381296963,4696135263,2190250857,1162982731,6900000,2,7665878,4258821111,1631271622,6956500,2,749542,46846375,6320422944,203035,12,0,0,0,0,640,552,2478515833,221761943,0,1338,1736486486,3387563215,1147558453,0,0,0,1,0,0,0,0,0,1784722222,5078947368,3211764706,0,0,0,0,0,0,19,965,17,5460,65535,243,6,32,765876,0,765876,765876,6900000,0,6900000,6900000,GeneralMalware
34709,8001,6,6550249,6,4,320,263,320,0,5333333333,1306394529,237,0,65.75,1148226894,8900425007,1526659521,7278054444,1397684694,4429757,2,6550249,1310049.8,1770668248,4429757,2,1390101,463367,4007491897,698295,640,0,0,0,0,200,136,0.915995713,0.610663808,0,320,53,1132898936,12834.6,0,0,0,1,0,0,0,0,0,2,5333333333,65.75,0,0,0,0,0,0,6,320,4,263,65535,61,1,32,0,0,0,0,0,0,0,0,adware
34740,8001,6,4936493,2,0,0,0,0,0,0,0,0,0,0,0,0,0.40514592,4936493,0,4936493,4936493,4936493,4936493,0,4936493,4936493,0,0,0,0,0,0,0,0,0,64,0,0.40514592,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
34918,443,6,445250,10,10,928,5177,597,0,4,1909600307,1338,0,22,6029770679,1371139809,4491858506,2343421053,4100050161,166982,2,445250,4947222222,7966214131,253749,2,399266,4436288889,6059750824,166982,243,0,0,0,0,328,328,2245929253,2245929253,0,1338,2907142857,4791588612,2295932143,0,0,0,1,0,0,0,0,1,13,4,22,0,0,0,0,0,0,10,928,10,5177,65535,351,3,32,0,0,0,0,0,0,0,0,benign
35227,80,6,1190374,2,0,0,0,0,0,0,0,0,0,0,0,0,1680144224,1190374,0,1190374,1190374,1190374,1190374,0,1190374,1190374,0,0,0,0,0,0,0,0,0,40,0,1680144224,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
35269,8001,6,4330003,2,0,0,0,0,0,0,0,0,0,0,0,0,0.461893444,4330003,0,4330003,4330003,4330003,4330003,0,4330003,4330003,0,0,0,0,0,0,0,0,0,64,0,0.461893444,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
35276,53,17,255399,1,1,32,203,32,32,32,0,203,203,203,0,9201288964,7830884224,255399,0,255399,255399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3915442112,3915442112,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
35279,443,6,333369,13,10,5137,938,1338,0,3951538462,566174862,592,0,4,181768962,1822305013,6899261779,1515313636,3068909362,136813,2,333369,27780.75,4444782604,155249,2,269591,2995455556,4453247889,136813,10,0,0,0,0,424,328,3899582745,2999679034,0,1338,253125,453208975,205398375,0,0,0,1,0,0,0,0,0,2641304348,3951538462,4,0,0,0,0,0,0,13,5137,10,938,65535,425,8,32,0,0,0,0,0,0,0,0,benign
35348,443,6,758000,9,10,2240,5023,1338,0,2488888889,4449745623,1338,0,21,5977206798,9581794195,2506596306,4211111111,5676895895,167264,2,758000,94750,8894932437,187622,2,602157,6690633333,1163052887,330548,120,0,0,0,0,296,328,1187335092,1319261214,0,1338,15,5252796022,2759186605,0,0,0,1,0,0,0,0,1,3822631579,2488888889,21,0,0,0,0,0,0,9,2240,10,5023,65535,370,4,32,0,0,0,0,0,0,0,0,GeneralMalware
35354,443,6,8498669,34,59,646,68266,340,0,19,6777905281,1350,0,1157050847,4414820816,8108563823,1094289,9237683696,6492726414,5990953,2,6713123,2034279697,1077541613,6204503,2,8464860,1459458621,8164948834,5995548,3,0,0,0,0,712,1192,4000626451,6942263547,0,1350,733106383,6552997749,429417795,0,0,0,1,0,0,0,0,1,7409892473,19,1157050847,0,0,0,0,0,0,34,646,59,68266,65535,66,3,20,489496,0,489496,489496,5990953,0,5990953,5990953,benign
35398,80,6,4692374,2,0,0,0,0,0,0,0,0,0,0,0,0,0.426223485,4692374,0,4692374,4692374,4692374,4692374,0,4692374,4692374,0,0,0,0,0,0,0,0,0,40,0,0.426223485,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
35441,443,6,350371,12,10,4038,934,1338,0,14,5235818074,588,0,4,1805511316,1419067217,6279058484,1668433333,2632842092,105030,2,350371,3185190909,4790983633,163625,2,283773,3153033333,4064677437,105030,10,0,0,0,0,392,328,3424940991,2854117493,0,1338,216173913,4089960716,1672777866,0,0,0,1,0,0,0,0,0,226,14,4,0,0,0,0,0,0,12,4038,10,934,65535,404,7,32,0,0,0,0,0,0,0,0,benign
35564,10443,6,83752,1,1,0,0,0,0,0,0,0,0,0,0,0,2388002675,83752,0,83752,83752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1194001337,1194001337,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,65535,0,0,40,0,0,0,0,0,0,0,0,GeneralMalware
35634,443,6,446245,12,10,3825,937,1338,0,318.75,5128248195,591,0,4,181464444,1067126803,4930027227,212497619,4516958391,205085,2,446245,4056772727,7602271064,263376,2,380397,4226633333,6748036453,205085,10,0,0,0,0,392,328,268910576,2240921467,0,1338,2070434783,3994496758,1595600435,0,0,0,1,0,0,0,0,0,2164545455,318.75,4,0,0,0,0,0,0,12,3825,10,937,65535,404,7,32,0,0,0,0,0,0,0,0,benign
35666,443,6,371876,7,8,1831,741,1263,0,2615714286,4806456967,463,0,92625,1594176344,6916283923,4033602599,2656257143,3464422966,117250,2,371876,6197933333,7375473249,184625,2,340617,4865957143,5077171618,146162,244,0,0,0,0,244,264,1882347879,2151254719,0,1263,160.75,336466244,1132095333,0,0,0,1,0,0,0,0,1,1714666667,2615714286,92625,0,0,0,0,0,0,7,1831,8,741,65535,361,3,32,0,0,0,0,0,0,0,0,GeneralMalware
35669,8001,6,4568503,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437780166,4568503,0,4568503,4568503,4568503,4568503,0,4568503,4568503,0,0,0,0,0,0,0,0,0,64,0,0.437780166,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
35726,8001,6,2840996,2,0,0,0,0,0,0,0,0,0,0,0,0,0.703978464,2840996,0,2840996,2840996,2840996,2840996,0,2840996,2840996,0,0,0,0,0,0,0,0,0,64,0,0.703978464,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
35827,53,17,595,1,1,32,184,32,32,32,0,184,184,184,0,3630252101,3361344538,595,0,595,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1680672269,1680672269,32,184,8266666667,8775724092,7701333333,0,0,0,0,0,0,0,0,1,124,32,184,0,0,0,0,0,0,1,32,1,184,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
35829,80,6,90084,9,14,7127,5986,1338,0,7918888889,6551634232,1012,0,4275714286,5128167635,1455641401,2553172594,4094727273,8151707628,33600,2,49752,6219,1264939633,37122,2,56484,4344923077,1040275442,38180,4,0,0,0,0,296,456,999067537,1554105058,0,1338,546375,5857468523,343099375,0,0,0,1,0,0,0,0,1,5701304348,7918888889,4275714286,0,0,0,0,0,0,9,7127,14,5986,65535,98,7,32,0,0,0,0,0,0,0,0,benign
36178,8001,6,2262867,2,0,0,0,0,0,0,0,0,0,0,0,0,0.883834534,2262867,0,2262867,2262867,2262867,2262867,0,2262867,2262867,0,0,0,0,0,0,0,0,0,64,0,0.883834534,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
36208,443,6,440247,12,9,3958,937,1338,0,3298333333,5187137647,591,0,1041111111,1903847712,1111875833,477004954,22012.35,4210559008,185588,2,440247,4002245455,7554650655,259752,2,364151,45518875,6450361298,185588,13,0,0,0,0,392,296,2725742594,2044306946,0,1338,9,4119390558,1696937857,0,0,0,1,0,0,0,0,0,2330952381,3298333333,1041111111,0,0,0,0,0,0,12,3958,9,937,65535,404,7,32,0,0,0,0,0,0,0,0,benign
36236,53,17,627,1,1,32,508,32,32,32,0,508,508,508,0,8612440191,3189792663,627,0,627,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1594896332,1594896332,32,508,1906666667,2748187281,7552533333,0,0,0,0,0,0,0,0,1,286,32,508,0,0,0,0,0,0,1,32,1,508,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
36239,53,17,345242,1,1,28,102,28,28,28,0,102,102,102,0,3765474653,5793037927,345242,0,345242,345242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2896518964,2896518964,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
36349,443,6,189124,9,9,896,4214,577,0,9955555556,1926305474,1338,0,4682222222,5676336358,2701931008,9517565195,1112494118,1567926697,50862,2,189124,23640.5,2143516217,59624,2,151239,18904875,2636480236,59944,68,0,0,0,0,296,296,4758782598,4758782598,0,1338,2689473684,4448773206,1979158304,0,0,0,1,0,0,0,0,1,2838888889,9955555556,4682222222,0,0,0,0,0,0,9,896,9,4214,65535,350,3,32,0,0,0,0,0,0,0,0,adware
36424,8001,6,8660501,2,0,0,0,0,0,0,0,0,0,0,0,0,0.230933522,8660501,0,8660501,8660501,8660501,8660501,0,8660501,8660501,0,0,0,0,0,0,0,0,0,64,0,0.230933522,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
36874,80,6,1185886,2,0,0,0,0,0,0,0,0,0,0,0,0,168650275,1185886,0,1185886,1185886,1185886,1185886,0,1185886,1185886,0,0,0,0,0,0,0,0,0,40,0,168650275,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
36898,8001,6,5178875,2,0,0,0,0,0,0,0,0,0,0,0,0,0.386184258,5178875,0,5178875,5178875,5178875,5178875,0,5178875,5178875,0,0,0,0,0,0,0,0,0,64,0,0.386184258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
36900,80,6,5218505,2,0,0,0,0,0,0,0,0,0,0,0,0,0.383251525,5218505,0,5218505,5218505,5218505,5218505,0,5218505,5218505,0,0,0,0,0,0,0,0,0,40,0,0.383251525,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
37044,443,6,484501,2,0,62,0,31,31,31,0,0,0,0,0,1279667121,4127958456,484501,0,484501,484501,484501,484501,0,484501,484501,0,0,0,0,0,1,0,0,0,64,0,4127958456,0,31,31,31,0,0,0,1,0,0,1,1,0,0,0,2,31,0,0,0,0,0,0,0,2,62,0,0,1585,-1,1,32,0,0,0,0,0,0,0,0,benign
37048,443,6,8813632,11,6,4050,903,1338,0,3681818182,5774381037,766,0,6,306471369,5619703659,1928830248,550852,2026748253,8140130,2,8813632,881363.2,2555733.71,8140130,2,586087,117217.4,1874569291,447012,779,0,0,0,0,360,200,1248066631,0.680763617,0,1338,2751666667,4891835034,239300.5,0,0,0,1,0,0,0,0,0,2913529412,3681818182,6,0,0,0,0,0,0,11,4050,6,903,65535,92,6,32,673500,0,673500,673500,8140130,0,8140130,8140130,benign
37091,443,6,362119,12,10,4111,934,1338,0,3425833333,5288654165,588,0,4,1805511316,1393188427,6075350921,172437619,2955535566,121978,2,362119,3291990909,5478211241,188126,2,297011,3300122222,4454383712,121978,12,0,0,0,0,392,328,3313827775,2761523146,0,1338,2193478261,4133598046,1708663281,0,0,0,1,0,0,0,0,0,2293181818,3425833333,4,0,0,0,0,0,0,12,4111,10,934,65535,404,7,32,0,0,0,0,0,0,0,0,benign
37113,8001,6,3075750,2,0,0,0,0,0,0,0,0,0,0,0,0,0.650247907,3075750,0,3075750,3075750,3075750,3075750,0,3075750,3075750,0,0,0,0,0,0,0,0,0,64,0,0.650247907,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
37201,80,6,8414103,14,12,5796,416,1350,0,414,6159048378,104,0,3466666667,5120606025,7382842829,3090050122,336564.12,1074148.5,5336477,2,3077626,2367404615,3355547966,1267630,2,8155637,7414215455,1596292144,5341767,8,0,0,0,0,300,244,1663873143,1426176979,0,1350,2300740741,4781773026,2286535328,0,0,0,1,0,0,0,0,0,2389230769,414,3466666667,0,0,0,0,0,0,14,5796,12,416,65535,20250,8,20,0,0,0,0,0,0,0,0,benign
37511,80,6,1230257,2,0,0,0,0,0,0,0,0,0,0,0,0,1625676586,1230257,0,1230257,1230257,1230257,1230257,0,1230257,1230257,0,0,0,0,0,0,0,0,0,40,0,1625676586,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
37515,443,6,6226433,19,35,2056,22083,1338,0,1082105263,3039683059,1338,0,6309428571,6189941054,3876858548,8672702332,1174798679,7229590267,5260130,2,6205253,3447362778,1240605621,5288251,2,6197630,1822832353,9059238454,5288127,3,0,0,0,0,628,1128,3051506376,5621195956,0,1338,4388909091,5813708472,337992062,0,0,0,1,0,0,0,0,1,4470185185,1082105263,6309428571,0,0,0,0,0,0,19,2056,35,22083,65535,383,8,32,375873,0,375873,375873,5260130,0,5260130,5260130,GeneralMalware
37540,53,17,520,1,1,35,399,35,35,35,0,399,399,399,0,8346153846,3846153846,520,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1923076923,1923076923,35,399,1563333333,210155498,4416533333,0,0,0,0,0,0,0,0,1,10,35,399,0,0,0,0,0,0,1,35,1,399,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
37569,53,17,274089,1,1,32,203,32,32,32,0,203,203,203,0,8573857397,7296899912,274089,0,274089,274089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3648449956,3648449956,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
