Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Init Win Bytes Fwd,Label
34129,8001,6,46321382,2,0.04,46300000,46300000,46300000,46300000,46300000,46300000,46300000,64,0,0.04,1386,General malware
59017,8001,6,46322490,2,0.04,46300000,46300000,46300000,46300000,46300000,46300000,46300000,64,0,0.04,1386,General malware
52894,8001,6,46637761,2,0.04,46600000,46600000,46600000,46600000,46600000,46600000,46600000,64,0,0.04,1386,General malware
44927,8001,6,66072418,5,0.15,7341379.78,63900000,2,2160375,540093.75,724374,2,168,168,0.08,65535,General malware
42586,8001,6,66088328,5,0.15,7343147.56,63900000,3,2157747,539436.75,724127,3,168,168,0.08,65535,General malware
48650,8001,6,65898540,5,0.15,7322060,63800000,2,2082369,520592.25,722253,2,168,168,0.08,65535,General malware
54000,8001,6,66075102,5,0.15,7341678,63900000,3,2168119,542029.75,729119,3,168,168,0.08,65535,General malware
38471,8001,6,65897883,5,0.15,7321987,63800000,2,2093499,523374.75,729125,2,168,168,0.08,65535,General malware
41838,8001,6,65943567,5,0.15,7327063,63800000,3,2102876,525719,725623,3,168,168,0.08,65535,General malware
41547,8001,6,65911931,5,0.15,7323547.89,63800000,596,2093120,523280,722374,1876,168,168,0.08,65535,General malware
49273,8001,6,65937418,5,0.15,7326379.78,63800000,3,2118120,529530,722125,3,168,168,0.08,65535,General malware
33497,8001,6,65927995,5,0.15,7325332.78,63800000,3,2122622,530655.5,722877,3,168,168,0.08,65535,General malware
50803,8001,6,65990763,5,0.15,7332307,63800000,2,2172496,543124,733620,2,168,168,0.08,65535,General malware
39945,8001,6,65945832,5,0.15,7327314.67,63800000,2,2135250,533812.5,723251,2,168,168,0.08,65535,General malware
56713,8001,6,66050841,5,0.15,7338982.33,63900000,3,2147367,536841.75,723125,3,168,168,0.08,65535,General malware
48102,8001,6,66065058,5,0.14,8258132.25,63900000,2,2129619,532404.75,722375,2,168,136,0.08,65535,General malware
56290,8001,6,47565510,6,0.21,5285056.67,45400000,2,47600000,9513102,45400000,2,200,136,0.13,65535,General malware
48102,8001,6,41386016,2,0.05,41400000,41400000,41400000,41400000,41400000,41400000,41400000,64,0,0.05,1386,General malware
56713,8001,6,101470267,2,0.02,101000000,101000000,101000000,101000000,101000000,101000000,101000000,64,0,0.02,1386,General malware
44927,8001,6,2672863,2,0.75,2672863,2672863,2672863,2672863,2672863,2672863,2672863,64,0,0.75,1386,General malware
42586,8001,6,2671752,2,0.75,2671752,2671752,2671752,2671752,2671752,2671752,2671752,64,0,0.75,1386,General malware
39945,8001,6,2671752,2,0.75,2671752,2671752,2671752,2671752,2671752,2671752,2671752,64,0,0.75,1386,General malware
48650,8001,6,2671752,2,0.75,2671752,2671752,2671752,2671752,2671752,2671752,2671752,64,0,0.75,1386,General malware
50803,8001,6,2671751,2,0.75,2671751,2671751,2671751,2671751,2671751,2671751,2671751,64,0,0.75,1386,General malware
54000,8001,6,2671751,2,0.75,2671751,2671751,2671751,2671751,2671751,2671751,2671751,64,0,0.75,1386,General malware
33497,8001,6,2671751,2,0.75,2671751,2671751,2671751,2671751,2671751,2671751,2671751,64,0,0.75,1386,General malware
49273,8001,6,2672857,2,0.75,2672857,2672857,2672857,2672857,2672857,2672857,2672857,64,0,0.75,1386,General malware
41838,8001,6,2680854,2,0.75,2680854,2680854,2680854,2680854,2680854,2680854,2680854,64,0,0.75,1386,General malware
41547,8001,6,2679252,2,0.75,2679252,2679252,2679252,2679252,2679252,2679252,2679252,64,0,0.75,1386,General malware
38471,8001,6,2756609,2,0.73,2756609,2756609,2756609,2756609,2756609,2756609,2756609,64,0,0.73,1386,General malware
48102,8001,6,5353499,2,0.37,5353499,5353499,5353499,5353499,5353499,5353499,5353499,64,0,0.37,1386,General malware
56713,8001,6,5350125,2,0.37,5350125,5350125,5350125,5350125,5350125,5350125,5350125,64,0,0.37,1386,General malware
44927,8001,6,10713010,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
42586,8001,6,10715621,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
39945,8001,6,10715622,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
48650,8001,6,10715621,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
50803,8001,6,10717240,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
54000,8001,6,10717240,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
33497,8001,6,10717240,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
49273,8001,6,10716259,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
41838,8001,6,10720127,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
41547,8001,6,10720127,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
38471,8001,6,11024625,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
48102,8001,6,21411005,2,0.09,21400000,21400000,21400000,21400000,21400000,21400000,21400000,64,0,0.09,1386,General malware
56713,8001,6,21411006,2,0.09,21400000,21400000,21400000,21400000,21400000,21400000,21400000,64,0,0.09,1386,General malware
56555,8001,6,66008731,5,0.15,7334303.44,63800000,2,2163373,540843.25,724252,2,168,168,0.08,65535,General malware
44927,8001,6,42869258,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
42586,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
39945,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
48650,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
50803,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
54000,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
33497,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
49273,8001,6,42869382,2,0.05,42900000,42900000,42900000,42900000,42900000,42900000,42900000,64,0,0.05,1386,General malware
41838,8001,6,42815019,2,0.05,42800000,42800000,42800000,42800000,42800000,42800000,42800000,64,0,0.05,1386,General malware
41547,8001,6,42815019,2,0.05,42800000,42800000,42800000,42800000,42800000,42800000,42800000,64,0,0.05,1386,General malware
38471,8001,6,44081009,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
53523,8001,6,65986333,5,0.15,7331814.78,63800000,3,2163377,540844.25,726127,3,168,168,0.08,65535,General malware
36413,8001,6,65994065,5,0.15,7332673.89,63800000,3,2175126,543781.5,734500,3,168,168,0.08,65535,General malware
39707,8001,6,65901477,5,0.15,7322386.33,63800000,3,2088121,522030.25,725126,3,168,168,0.08,65535,General malware
56448,8001,6,65892871,5,0.15,7321430.11,64100000,2,1766245,441561.25,717622,2,168,168,0.08,65535,General malware
37884,8001,6,65914378,5,0.15,7323819.78,63800000,2,2089371,522342.75,721375,2,168,168,0.08,65535,General malware
46309,8001,6,65921382,5,0.15,7324598,63800000,2,2108870,527217.5,723125,2,168,168,0.08,65535,General malware
52632,8001,6,65921127,5,0.15,7324569.67,63800000,3,2113120,528280,726125,3,168,168,0.08,65535,General malware
52865,8001,6,66005206,5,0.15,7333911.78,63900000,4,2122373,530593.25,721379,4,168,168,0.08,65535,General malware
49654,8001,6,65941125,5,0.15,7326791.67,63800000,3,2128994,532248.5,724877,3,168,168,0.08,65535,General malware
46943,8001,6,65918008,5,0.15,7324223.11,63800000,2,2112243,528060.75,724626,2,168,168,0.08,65535,General malware
35975,8001,6,66044576,5,0.15,7338286.22,63600000,2,2448745,612186.25,1022748,2,168,168,0.08,65535,General malware
41267,8001,6,9498004,6,1.05,1055333.78,7344004,790,9498004,1899600.8,7344004,2749,200,136,0.63,65535,General malware
35975,8001,6,3832006,2,0.52,3832006,3832006,3832006,3832006,3832006,3832006,3832006,64,0,0.52,1386,General malware
56555,8001,6,2521371,2,0.79,2521371,2521371,2521371,2521371,2521371,2521371,2521371,64,0,0.79,1386,General malware
33623,8001,6,2694872,2,0.74,2694872,2694872,2694872,2694872,2694872,2694872,2694872,64,0,0.74,1386,General malware
53523,8001,6,2749742,2,0.73,2749742,2749742,2749742,2749742,2749742,2749742,2749742,64,0,0.73,1386,General malware
39707,8001,6,2748627,2,0.73,2748627,2748627,2748627,2748627,2748627,2748627,2748627,64,0,0.73,1386,General malware
56448,8001,6,2748627,2,0.73,2748627,2748627,2748627,2748627,2748627,2748627,2748627,64,0,0.73,1386,General malware
37884,8001,6,2748629,2,0.73,2748629,2748629,2748629,2748629,2748629,2748629,2748629,64,0,0.73,1386,General malware
46309,8001,6,2748629,2,0.73,2748629,2748629,2748629,2748629,2748629,2748629,2748629,64,0,0.73,1386,General malware
52632,8001,6,2748629,2,0.73,2748629,2748629,2748629,2748629,2748629,2748629,2748629,64,0,0.73,1386,General malware
52865,8001,6,2748629,2,0.73,2748629,2748629,2748629,2748629,2748629,2748629,2748629,64,0,0.73,1386,General malware
49654,8001,6,2748629,2,0.73,2748629,2748629,2748629,2748629,2748629,2748629,2748629,64,0,0.73,1386,General malware
46943,8001,6,2747646,2,0.73,2747646,2747646,2747646,2747646,2747646,2747646,2747646,64,0,0.73,1386,General malware
36413,8001,6,2760127,2,0.72,2760127,2760127,2760127,2760127,2760127,2760127,2760127,64,0,0.72,1386,General malware
56555,8001,6,10107255,2,0.2,10100000,10100000,10100000,10100000,10100000,10100000,10100000,64,0,0.2,1386,General malware
33623,8001,6,10777252,2,0.19,10800000,10800000,10800000,10800000,10800000,10800000,10800000,64,0,0.19,1386,General malware
53523,8001,6,11047880,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
39707,8001,6,11047881,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
56448,8001,6,11047881,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
37884,8001,6,11048868,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
46309,8001,6,11048869,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
52632,8001,6,11048869,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
52865,8001,6,11048869,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
49654,8001,6,11048869,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
46943,8001,6,11048869,2,0.18,11000000,11000000,11000000,11000000,11000000,11000000,11000000,64,0,0.18,1386,General malware
36413,8001,6,11057500,2,0.18,11100000,11100000,11100000,11100000,11100000,11100000,11100000,64,0,0.18,1386,General malware
56555,8001,6,40391007,2,0.05,40400000,40400000,40400000,40400000,40400000,40400000,40400000,64,0,0.05,1386,General malware
33623,8001,6,43124758,2,0.05,43100000,43100000,43100000,43100000,43100000,43100000,43100000,64,0,0.05,1386,General malware
53523,8001,6,44080006,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
39707,8001,6,44080006,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
56448,8001,6,44080006,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
37884,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
46309,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
52632,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
52865,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
49654,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
46943,8001,6,44079882,2,0.05,44100000,44100000,44100000,44100000,44100000,44100000,44100000,64,0,0.05,1386,General malware
36413,8001,6,44328513,2,0.05,44300000,44300000,44300000,44300000,44300000,44300000,44300000,64,0,0.05,1386,General malware
45965,8001,6,65983511,5,0.15,7331501.22,63800000,3,2165241,541310.25,726376,3,168,168,0.08,65535,General malware
37204,8001,6,65940237,5,0.15,7326693,63800000,3,2121871,530467.75,724252,3,168,168,0.08,65535,General malware
44067,8001,6,65988891,5,0.15,7332099,63800000,3,2171871,542967.75,732117,3,168,168,0.08,65535,General malware
34641,8001,6,65895408,5,0.15,7321712,63800000,2,2084492,521123,724375,2,168,168,0.08,65535,General malware
53915,8001,6,65907926,5,0.15,7323102.89,63800000,4,2090369,522592.25,724125,4,168,168,0.08,65535,General malware
45412,8001,6,65897527,5,0.15,7321947.44,63800000,2,2086744,521686,722626,2,168,168,0.08,65535,General malware
53254,8001,6,65922819,4,0.14,8240352.38,64500000,3,1388375,462791.67,730373,3,136,168,0.06,65535,General malware
53687,8001,6,65661557,5,0.15,7295728.56,63900000,4,1786121,446530.25,719501,4,168,168,0.08,65535,General malware
43597,8001,6,65853138,5,0.15,7317015.33,63800000,4,2074620,518655,723500,4,168,168,0.08,65535,General malware
49735,8001,6,65945037,5,0.15,7327226.33,63300000,2,2677745,669436.25,1229624,2,168,168,0.08,65535,General malware
40646,8001,6,65893798,5,0.15,7321533.11,63800000,2,2115126,528781.5,722383,2,168,168,0.08,65535,General malware
49471,8001,6,65907642,5,0.15,7323071.33,63800000,2,2118994,529748.5,724249,2,168,168,0.08,65535,General malware
47928,8001,6,65953262,5,0.15,7328140.22,63800000,3,2111875,527968.75,723123,3,168,168,0.08,65535,General malware
51778,8001,6,65953263,5,0.15,7328140.33,63800000,3,2131874,532968.5,723500,3,168,168,0.08,65535,General malware
50331,8001,6,65954051,5,0.15,7328227.89,63800000,3,2141496,535374,723378,3,168,168,0.08,65535,General malware
39112,8001,6,55643888,6,0.18,6182654.22,53500000,2,55600000,11100000,53500000,2,200,136,0.11,65535,General malware
50331,8001,6,49489628,2,0.04,49500000,49500000,49500000,49500000,49500000,49500000,49500000,64,0,0.04,1386,General malware
51778,8001,6,109499898,2,0.02,109000000,109000000,109000000,109000000,109000000,109000000,109000000,64,0,0.02,1386,General malware
45965,8001,6,2535375,2,0.79,2535375,2535375,2535375,2535375,2535375,2535375,2535375,64,0,0.79,1386,General malware
37204,8001,6,2543237,2,0.79,2543237,2543237,2543237,2543237,2543237,2543237,2543237,64,0,0.79,1386,General malware
34641,8001,6,2542124,2,0.79,2542124,2542124,2542124,2542124,2542124,2542124,2542124,64,0,0.79,1386,General malware
47928,8001,6,2542124,2,0.79,2542124,2542124,2542124,2542124,2542124,2542124,2542124,64,0,0.79,1386,General malware
53915,8001,6,2543864,2,0.79,2543864,2543864,2543864,2543864,2543864,2543864,2543864,64,0,0.79,1386,General malware
49471,8001,6,2543864,2,0.79,2543864,2543864,2543864,2543864,2543864,2543864,2543864,64,0,0.79,1386,General malware
45412,8001,6,2542380,2,0.79,2542380,2542380,2542380,2542380,2542380,2542380,2542380,64,0,0.79,1386,General malware
40646,8001,6,2542381,2,0.79,2542381,2542381,2542381,2542381,2542381,2542381,2542381,64,0,0.79,1386,General malware
53687,8001,6,2542375,2,0.79,2542375,2542375,2542375,2542375,2542375,2542375,2542375,64,0,0.79,1403,General malware
53254,8001,6,2549494,2,0.78,2549494,2549494,2549494,2549494,2549494,2549494,2549494,64,0,0.78,1386,General malware
43597,8001,6,2549494,2,0.78,2549494,2549494,2549494,2549494,2549494,2549494,2549494,64,0,0.78,1386,General malware
44067,8001,6,2573622,2,0.78,2573622,2573622,2573622,2573622,2573622,2573622,2573622,64,0,0.78,1386,General malware
49735,8001,6,2663624,2,0.75,2663624,2663624,2663624,2663624,2663624,2663624,2663624,64,0,0.75,1386,General malware
50331,8001,6,5109877,2,0.39,5109877,5109877,5109877,5109877,5109877,5109877,5109877,64,0,0.39,1386,General malware
51778,8001,6,5109877,2,0.39,5109877,5109877,5109877,5109877,5109877,5109877,5109877,64,0,0.39,1386,General malware
53687,8001,6,10179122,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1403,General malware
45965,8001,6,10206499,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
37204,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
34641,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
47928,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
53915,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
49471,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
45412,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
40646,8001,6,10220250,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
53254,8001,6,10211270,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
43597,8001,6,10212249,2,0.2,10200000,10200000,10200000,10200000,10200000,10200000,10200000,64,0,0.2,1386,General malware
44067,8001,6,10299496,2,0.19,10300000,10300000,10300000,10300000,10300000,10300000,10300000,64,0,0.19,1386,General malware
49735,8001,6,10678500,2,0.19,10700000,10700000,10700000,10700000,10700000,10700000,10700000,64,0,0.19,1386,General malware
50331,8001,6,20440379,2,0.1,20400000,20400000,20400000,20400000,20400000,20400000,20400000,64,0,0.1,1386,General malware
51778,8001,6,20440379,2,0.1,20400000,20400000,20400000,20400000,20400000,20400000,20400000,64,0,0.1,1386,General malware
45587,8001,6,65969546,4,0.14,8246193.25,65000000,2,978622,326207.33,717746,2,136,168,0.06,65535,General malware
53687,8001,6,40712507,2,0.05,40700000,40700000,40700000,40700000,40700000,40700000,40700000,64,0,0.05,1403,General malware
45965,8001,6,40888386,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
37204,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
34641,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
47928,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
53915,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
49471,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
45412,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
40646,8001,6,40925009,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
53254,8001,6,40924027,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
43597,8001,6,40925128,2,0.05,40900000,40900000,40900000,40900000,40900000,40900000,40900000,64,0,0.05,1386,General malware
44067,8001,6,41200631,2,0.05,41200000,41200000,41200000,41200000,41200000,41200000,41200000,64,0,0.05,1386,General malware
49735,8001,6,42720757,2,0.05,42700000,42700000,42700000,42700000,42700000,42700000,42700000,64,0,0.05,1386,General malware
54216,8001,6,65973095,5,0.15,7330343.89,63800000,3,2166495,541623.75,725127,3,168,168,0.08,65535,General malware
59247,8001,6,65965902,5,0.15,7329544.67,63800000,3,2156871,539217.75,724002,3,168,168,0.08,65535,General malware
56312,8001,6,2055082,4,3.41,342513.67,1000124,3,1714746,571582,1000124,3,144,80,1.95,65535,Benign
42135,8001,6,2065329,4,3.39,344221.5,1012883,2,1725253,575084.33,1012883,2,144,80,1.94,65535,Benign
53604,8001,6,2076121,5,4.34,259515.13,476512,2,2076121,519030.25,725002,2,168,136,2.41,65535,Benign
57978,5228,6,46369,2,64.7,23184.5,41840,4529,46369,46369,46369,46369,64,32,43.13,1386,Benign
57978,5228,6,43874,2,68.38,21937,41598,2276,43874,43874,43874,43874,64,32,45.59,1386,Benign
57978,5228,6,43495,2,68.97,21747.5,41591,1904,43495,43495,43495,43495,64,32,45.98,1386,Benign
57978,5228,6,44119,2,68,22059.5,41504,2615,44119,44119,44119,44119,64,32,45.33,1386,Benign
57978,5228,6,44370,2,67.61,22185,41654,2716,44370,44370,44370,44370,64,32,45.08,1386,Benign
57978,5228,6,45121,2,66.49,22560.5,42550,2571,45121,45121,45121,45121,64,32,44.33,1386,Benign
41488,5228,6,46250,2,64.86,23125,42060,4190,46250,46250,46250,46250,64,32,43.24,1547,Benign
41488,5228,6,49369,2,60.77,24684.5,42067,7302,49369,49369,49369,49369,64,32,40.51,1547,Benign
41488,5228,6,58871,2,50.96,29435.5,41645,17226,58871,58871,58871,58871,64,32,33.97,1547,Benign
41488,5228,6,44623,2,67.23,22311.5,42030,2593,44623,44623,44623,44623,64,32,44.82,1547,Benign
41488,5228,6,44746,2,67.05,22373,42378,2368,44746,44746,44746,44746,64,32,44.7,1547,Benign
41488,5228,6,47120,2,63.67,23560,42448,4672,47120,47120,47120,47120,64,32,42.44,1547,Benign
60439,443,6,209501,10,90.69,11638.94,55622,2,209501,23277.89,104999,2,328,296,47.73,65535,Benign
60439,443,6,222984,1,8.97,222984,222984,222984,0,0,0,0,32,32,4.48,251,Benign
57902,443,6,457124,2,4.38,457124,457124,457124,457124,457124,457124,457124,64,0,4.38,1589,Benign
57902,443,6,1850006,2,1.08,1850006,1850006,1850006,1850006,1850006,1850006,1850006,64,0,1.08,1589,Benign
57902,443,6,7380755,2,0.27,7380755,7380755,7380755,7380755,7380755,7380755,7380755,64,0,0.27,1589,Benign
57902,443,6,29479880,2,0.07,29500000,29500000,29500000,29500000,29500000,29500000,29500000,64,0,0.07,1589,Benign
50957,443,6,1026629,12,25.33,41065.16,168738,2,1026629,93329.91,247375,2,392,456,11.69,65535,Benign
38753,443,6,257125,11,81.67,12856.25,62001,2,257125,25712.5,97621,2,360,328,42.78,65535,Benign
38753,443,6,239918,1,8.34,239918,239918,239918,0,0,0,0,32,32,4.17,361,Benign
50957,443,6,368110,1,5.43,368110,368110,368110,0,0,0,0,32,32,2.72,361,Benign
53851,443,6,1505374,35,37.2,27370.44,110500,2,1505374,44275.71,110500,2,1128,680,23.25,65535,Benign
53851,443,6,249434,1,8.02,249434,249434,249434,0,0,0,0,32,32,4.01,607,Benign
53851,443,6,90154397,9,0.1,11300000,59600000,231121,90200000,11300000,59600000,231121,300,0,0.1,1961,Benign
50957,443,6,107971646,9,0.08,13500000,59600000,365498,108000000,13500000,59600000,365498,300,0,0.08,1627,Benign
53851,443,6,61599885,2,0.03,61600000,61600000,61600000,61600000,61600000,61600000,61600000,64,0,0.03,1961,Benign
50957,443,6,97439391,2,0.02,97400000,97400000,97400000,97400000,97400000,97400000,97400000,64,0,0.02,1627,Benign
59002,443,6,953002,25,41.97,24435.95,152375,2,953002,39708.42,152375,2,808,488,26.23,65535,Benign
59002,443,6,245258,1,8.15,245258,245258,245258,0,0,0,0,32,32,4.08,494,Benign
59002,443,6,31961,1,62.58,31961,31961,31961,0,0,0,0,44,32,31.29,1752,Benign
59002,443,6,90069522,9,0.1,11300000,59500000,229375,90100000,11300000,59500000,229375,300,0,0.1,1752,Benign
59002,443,6,61601882,2,0.03,61600000,61600000,61600000,61600000,61600000,61600000,61600000,64,0,0.03,1752,Benign
48816,443,6,1040626,27,42.28,24200.6,63248,2,1040626,40024.08,98750,2,872,552,25.95,65535,Benign
48816,443,6,91860445,10,0.11,10200000,59900000,136799,91900000,10200000,59900000,136799,320,0,0.11,534,Benign
48816,443,6,64163637,2,0.03,64200000,64200000,64200000,64200000,64200000,64200000,64200000,64,0,0.03,1836,Benign
54872,443,6,997876,23,38.08,26969.62,125749,2,997876,45358,125749,2,744,488,23.05,65535,Benign
54872,443,6,250903,1,7.97,250903,250903,250903,0,0,0,0,32,32,3.99,494,Benign
54872,443,6,90199896,9,0.1,11300000,59600000,235372,90200000,11300000,59600000,235372,300,0,0.1,1752,Benign
54872,443,6,61524885,2,0.03,61500000,61500000,61500000,61500000,61500000,61500000,61500000,64,0,0.03,1752,Benign
